index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold,Primary Author,Total Revenue,Publisher Profit,Rating Category
370,2001,Year of Wonders: A Novel of the Plague,Geraldine Brooks,eng,Intermediate,4.0,104283,Fiction,221.76,0.0,0.99,401,"Amazon Digital Services,  Inc.",6048,Geraldine Brooks,221.76,0.0,Good (3.5-4.0)
371,1992,The Black Echo,Michael Connelly,eng,Excellent,4.08,98591,nonfiction,1274.56,764.736,5.69,401,"Amazon Digital Services,  Inc.",6048,Michael Connelly,1274.56,764.736,Very Good (4.0-4.5)
372,1938,Anthem,Ayn Rand,eng,Intermediate,3.62,95620,Fiction,1112.77,0.0,4.99,403,"Amazon Digital Services,  Inc.",6021,Ayn Rand,1112.77,0.0,Good (3.5-4.0)
373,2011,Gabriel's Inferno,Sylvain Reynard,eng,Excellent,4.02,119633,Fiction,1781.77,1069.062,7.99,404,Penguin Group (USA) LLC,6021,Sylvain Reynard,1781.77,1069.062,Very Good (4.0-4.5)
374,1978,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",eng,Excellent,4.15,104677,Fiction,1662.78,997.668,7.49,406,Penguin Group (USA) LLC,5994,Judi Barrett,1662.78,997.668,Very Good (4.0-4.5)
375,2010,Major Pettigrew's Last Stand,Helen Simonson,eng,Intermediate,3.87,97745,Fiction,660.79,396.474,2.99,408,Simon and Schuster Digital Sales Inc,5967,Helen Simonson,660.79,396.474,Good (3.5-4.0)
376,2009,Vision in White,Nora Roberts,eng,Excellent,4.1,103933,Fiction,437.8,262.68,1.99,409,Random House LLC,5940,Nora Roberts,437.8,262.68,Very Good (4.0-4.5)
377,2006,The Tenth Circle,Jodi Picoult,eng,Novice,3.48,99170,Fiction,3955.6,2373.36,17.98,409,"Amazon Digital Services,  Inc.",5940,Jodi Picoult,3955.6,2373.36,Average (3.0-3.5)
378,2011,The Throne of Fire,Rick Riordan,eng,Excellent,4.2,116360,nonfiction,2067.36,1240.416,9.44,411,"Amazon Digital Services,  Inc.",5913,Rick Riordan,2067.36,1240.416,Very Good (4.0-4.5)
379,2005,Old Man's War,John Scalzi,eng,Excellent,4.23,97653,Fiction,1311.81,787.086,5.99,412,Macmillan,5913,John Scalzi,1311.81,787.086,Very Good (4.0-4.5)
380,1992,Gerald's Game,Stephen King,eng,Famous,3.47,100158,fiction,433.82,260.292,1.99,413,"Amazon Digital Services,  Inc.",5886,Stephen King,433.82,260.292,Average (3.0-3.5)
381,1996,Two for the Dough,Janet Evanovich,eng,Excellent,4.11,116171,nonfiction,2177.82,1306.692,9.99,414,"Amazon Digital Services,  Inc.",5886,Janet Evanovich,2177.82,1306.692,Very Good (4.0-4.5)
382,1931,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",Unknown,Excellent,4.14,102348,fiction,1864.03,1118.418,8.59,415,Hachette Book Group,5859,Irma S. Rombauer,1864.03,1118.418,Very Good (4.0-4.5)
383,1974,The Forever War,Joe Haldeman,eng,Excellent,4.15,87636,Fiction,214.83,128.898,0.99,416,"Amazon Digital Services,  Inc.",5859,Joe Haldeman,214.83,128.898,Very Good (4.0-4.5)
384,1994,Insomnia,"Stephen King, Bettina Blanch Tyroller",spa,Intermediate,3.79,100972,Fiction,2311.05,1386.63,10.65,416,Random House LLC,5859,Stephen King,2311.05,1386.63,Good (3.5-4.0)
385,2003,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,eng,Intermediate,3.57,94696,Fiction,1072.85,0.0,4.99,419,"Amazon Digital Services,  Inc.",5805,Azar Nafisi,1072.85,0.0,Good (3.5-4.0)
386,2006,The Blade Itself,Joe Abercrombie,eng,Excellent,4.14,97501,Fiction,1717.85,1030.71,7.99,419,Random House LLC,5805,Joe Abercrombie,1717.85,1030.71,Very Good (4.0-4.5)
387,2002,The Arctic Incident,Eoin Colfer,eng,Intermediate,3.94,108031,nonfiction,642.85,385.71,2.99,420,"Amazon Digital Services,  Inc.",5805,Eoin Colfer,642.85,385.71,Good (3.5-4.0)
388,1993,The Shipping News,Annie Proulx,eng,Intermediate,3.83,103151,Fiction,1281.86,0.0,5.99,421,"Amazon Digital Services,  Inc.",5778,Annie Proulx,1281.86,0.0,Good (3.5-4.0)
389,2011,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",eng,Intermediate,3.77,105063,Fiction,849.87,509.922,3.99,423,"Amazon Digital Services,  Inc.",5751,Marie KondÅ,849.87,509.922,Good (3.5-4.0)
390,2015,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",eng,Excellent,4.19,132087,Fiction,423.87,254.322,1.99,423,HarperCollins Publishers,5751,Jennifer Niven,423.87,254.322,Very Good (4.0-4.5)
391,1997,DÃ©jÃ  Dead,Kathy Reichs,eng,Intermediate,3.86,100369,Fiction,1062.87,637.722,4.99,424,Hachette Book Group,5751,Kathy Reichs,1062.87,637.722,Good (3.5-4.0)
392,2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,eng,Intermediate,3.84,58396,Fiction,1693.88,1016.328,7.99,425,Penguin Group (USA) LLC,5724,Michael Scott,1693.88,1016.328,Good (3.5-4.0)
393,2011,The Marriage Plot,Jeffrey Eugenides,eng,Novice,3.42,90551,Fiction,1080.32,648.192,5.12,427,Random House LLC,5697,Jeffrey Eugenides,1080.32,648.192,Average (3.0-3.5)
394,1998,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",eng,Intermediate,3.89,89770,Fiction,630.89,0.0,2.99,428,"Amazon Digital Services,  Inc.",5697,Isabel Allende,630.89,0.0,Good (3.5-4.0)
395,2015,Luckiest Girl Alive,Jessica Knoll,eng,Novice,3.48,82504,Fiction,2007.6,1204.56,9.56,430,Simon and Schuster Digital Sales Inc,5670,Jessica Knoll,2007.6,1204.56,Average (3.0-3.5)
396,2004,"Crank (Crank, #1)",Ellen Hopkins,eng,Excellent,4.16,104168,Fiction,833.91,0.0,3.99,431,"Amazon Digital Services,  Inc.",5643,Ellen Hopkins,833.91,0.0,Very Good (4.0-4.5)
397,2012,The Raven Boys,Maggie Stiefvater,eng,Excellent,4.05,121727,nonfiction,206.91,124.146,0.99,432,"Amazon Digital Services,  Inc.",5643,Maggie Stiefvater,206.91,124.146,Very Good (4.0-4.5)
398,1954,I Am Legend and Other Stories,Richard Matheson,eng,Intermediate,3.99,98795,Fiction,621.92,0.0,2.99,433,"Amazon Digital Services,  Inc.",5616,Richard Matheson,621.92,0.0,Good (3.5-4.0)
399,2008,Olive Kitteridge,Elizabeth Strout,eng,Intermediate,3.78,85019,Fiction,205.92,0.0,0.99,433,"Amazon Digital Services,  Inc.",5616,Elizabeth Strout,205.92,0.0,Good (3.5-4.0)
400,2014,Not that Kind of Girl,"Lena Dunham, Joana Avillez",eng,Novice,3.33,88251,nonfiction,1245.92,747.552,5.99,434,Random House LLC,5616,Lena Dunham,1245.92,747.552,Average (3.0-3.5)
401,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,Excellent,4.04,85277,Fiction,1032.93,0.0,4.99,436,"Amazon Digital Services,  Inc.",5589,James C. Collins,1032.93,0.0,Very Good (4.0-4.5)
402,2009,Fire,Kristin Cashore,en-US,Excellent,4.12,98180,Fiction,2457.95,1474.77,11.99,439,Penguin Group (USA) LLC,5535,Kristin Cashore,2457.95,1474.77,Very Good (4.0-4.5)
403,1952,En attendant Godot,Samuel Beckett,eng,Intermediate,3.81,98950,Fiction,1621.97,973.182,7.99,444,Penguin Group (USA) LLC,5481,Samuel Beckett,1621.97,973.182,Good (3.5-4.0)
404,1906,White Fang,Jack London,eng,Intermediate,3.94,100223,Fiction,1703.17,1021.902,8.39,444,Random House LLC,5481,Jack London,1703.17,1021.902,Good (3.5-4.0)
405,2003,Wolves of the Calla,"Stephen King, Bernie Wrightson",eng,Excellent,4.17,98182,Fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454,Stephen King,603.98,0.0,Very Good (4.0-4.5)
406,2000,His Dark Materials,Philip Pullman,eng,Excellent,4.25,88227,Fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454,Philip Pullman,603.98,0.0,Very Good (4.0-4.5)
407,2012,The Edge of Never,J.A. Redmerski,en-US,Excellent,4.26,117508,Fiction,600.99,360.594,2.99,447,Simon and Schuster Digital Sales Inc,5427,J.A. Redmerski,600.99,360.594,Very Good (4.0-4.5)
408,2013,Reconstructing Amelia,Kimberly McCreight,eng,Intermediate,3.82,86965,nonfiction,198.99,119.394,0.99,447,"Amazon Digital Services,  Inc.",5427,Kimberly McCreight,198.99,119.394,Good (3.5-4.0)
409,2014,The One Plus One,Jojo Moyes,eng,Intermediate,3.94,87412,Fiction,399.99,239.994,1.99,448,Hachette Book Group,5427,Jojo Moyes,399.99,239.994,Good (3.5-4.0)
410,1998,The Hours,Michael Cunningham,en-US,Intermediate,3.91,97462,Fiction,500.0,300.0,2.5,449,HarperCollins Publishers,5400,Michael Cunningham,500.0,300.0,Good (3.5-4.0)
411,2012,Wallbanger,Alice Clayton,eng,Excellent,4.1,134805,nonfiction,1898.0,0.0,9.49,450,"Amazon Digital Services,  Inc.",5400,Alice Clayton,1898.0,0.0,Very Good (4.0-4.5)
412,1997,Holidays on Ice,David Sedaris,eng,Intermediate,3.95,82591,Fiction,595.01,0.0,2.99,452,"Amazon Digital Services,  Inc.",5373,David Sedaris,595.01,0.0,Good (3.5-4.0)
413,1996,Desperation,Stephen King,eng,Intermediate,3.8,94821,Fiction,196.02,117.612,0.99,453,"Amazon Digital Services,  Inc.",5346,Stephen King,196.02,117.612,Good (3.5-4.0)
414,2011,Passion,Lauren Kate,eng,Intermediate,3.89,119735,Fiction,790.02,0.0,3.99,454,"Amazon Digital Services,  Inc.",5346,Lauren Kate,790.02,0.0,Good (3.5-4.0)
415,2012,The Kill Order,James Dashner,eng,Intermediate,3.69,96568,Fiction,1059.86,635.916,5.38,455,Random House LLC,5319,James Dashner,1059.86,635.916,Good (3.5-4.0)
416,2011,Angelfall,Susan Ee,en-US,Excellent,4.19,73886,Fiction,194.04,0.0,0.99,457,"Amazon Digital Services,  Inc.",5292,Susan Ee,194.04,0.0,Very Good (4.0-4.5)
417,2001,Empire Falls,Richard Russo,eng,Intermediate,3.91,90811,Fiction,586.04,0.0,2.99,458,"Amazon Digital Services,  Inc.",5292,Richard Russo,586.04,0.0,Good (3.5-4.0)
418,1993,The Fires of Heaven,Robert Jordan,en-US,Excellent,4.13,93227,children,1480.05,888.03,7.59,459,Random House LLC,5265,Robert Jordan,1480.05,888.03,Very Good (4.0-4.5)
419,2014,I'll Give You the Sun,Jandy Nelson,eng,Excellent,4.14,140937,Fiction,583.05,349.83,2.99,460,Simon and Schuster Digital Sales Inc,5265,Jandy Nelson,583.05,349.83,Very Good (4.0-4.5)
420,1999,Survivor,Chuck Palahniuk,en-US,Intermediate,3.93,49551,Fiction,192.06,115.236,0.99,462,HarperCollins Publishers,5238,Chuck Palahniuk,192.06,115.236,Good (3.5-4.0)
421,2007,Shopaholic and Baby,Sophie Kinsella,eng,Intermediate,3.77,98130,Fiction,191.07,0.0,0.99,463,"Amazon Digital Services,  Inc.",5211,Sophie Kinsella,191.07,0.0,Good (3.5-4.0)
422,2004,The Dark Tower,Stephen King,en-US,Excellent,4.27,93296,Fiction,770.07,0.0,3.99,463,"Amazon Digital Services,  Inc.",5211,Stephen King,770.07,0.0,Very Good (4.0-4.5)
423,2009,Twilight Director's Notebook,Catherine Hardwicke,en-US,Excellent,4.2,88847,Fiction,1726.08,1035.648,8.99,465,HarperCollins Publishers,5184,Catherine Hardwicke,1726.08,1035.648,Very Good (4.0-4.5)
424,2001,Shopaholic Abroad,Sophie Kinsella,en-US,Intermediate,3.75,93498,Fiction,1468.79,881.274,7.69,468,Penguin Group (USA) LLC,5157,Sophie Kinsella,1468.79,881.274,Good (3.5-4.0)
425,1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,en-US,Excellent,4.29,91625,Fiction,948.1,0.0,4.99,470,"Amazon Digital Services,  Inc.",5130,Richard Feynman,948.1,0.0,Very Good (4.0-4.5)
426,2010,Linger,Maggie Stiefvater,en-US,Intermediate,3.91,125363,Fiction,376.11,0.0,1.99,471,"Amazon Digital Services,  Inc.",5103,Maggie Stiefvater,376.11,0.0,Good (3.5-4.0)
427,1908,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,Unknown,Famous,4.42,92142,Fiction,1510.11,906.066,7.99,472,Random House LLC,5103,L.M. Montgomery,1510.11,906.066,Very Good (4.0-4.5)
428,1916,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,Intermediate,3.6,92569,fiction,565.11,339.066,2.99,472,Random House LLC,5103,James Joyce,565.11,339.066,Good (3.5-4.0)
429,2009,The Gathering Storm,"Robert Jordan, Brandon Sanderson",eng,Excellent,4.34,94095,Fiction,750.12,0.0,3.99,473,"Amazon Digital Services,  Inc.",5076,Robert Jordan,750.12,0.0,Very Good (4.0-4.5)
430,1871,Middlemarch,"George Eliot, Michel Faber",eng,Intermediate,3.93,95995,nonfiction,186.12,0.0,0.99,474,"Amazon Digital Services,  Inc.",5076,George Eliot,186.12,0.0,Good (3.5-4.0)
431,2012,Point of Retreat,Colleen Hoover,eng,Excellent,4.3,109344,Fiction,185.13,0.0,0.99,475,"Amazon Digital Services,  Inc.",5049,Colleen Hoover,185.13,0.0,Very Good (4.0-4.5)
432,1997,The Partner,John Grisham,Unknown,Intermediate,3.89,86870,Fiction,746.13,0.0,3.99,476,"Amazon Digital Services,  Inc.",5049,John Grisham,746.13,0.0,Good (3.5-4.0)
433,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,Famous,4.59,90907,Fiction,184.14,110.484,0.99,477,"Amazon Digital Services,  Inc.",5022,J.R.R. Tolkien,184.14,110.484,Excellent (4.5-5.0)
434,2009,Thoughtless,S.C. Stephens,eng,Excellent,4.12,90483,Fiction,1114.14,668.484,5.99,478,Penguin Group (USA) LLC,5022,S.C. Stephens,1114.14,668.484,Very Good (4.0-4.5)
435,1986,Presumed Innocent,Scott Turow,Unknown,Excellent,4.1,91774,Fiction,553.15,331.89,2.99,479,"Amazon Digital Services,  Inc.",4995,Scott Turow,553.15,331.89,Very Good (4.0-4.5)
436,1989,The Dark Half,Stephen King,eng,Intermediate,3.74,94624,Fiction,550.16,330.096,2.99,482,Macmillan,4968,Stephen King,550.16,330.096,Good (3.5-4.0)
437,2006,Cleopatra: A Life,Stacy Schiff,eng,Intermediate,3.62,73994,Fiction,181.17,0.0,0.99,483,"Amazon Digital Services,  Inc.",4941,Stacy Schiff,181.17,0.0,Good (3.5-4.0)
438,2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,Intermediate,3.66,78271,Fiction,544.18,326.508,2.99,485,Hachette Book Group,4914,Thomas L. Friedman,544.18,326.508,Good (3.5-4.0)
439,2013,Steelheart,Brandon Sanderson,eng,Excellent,4.16,76261,Fiction,1243.06,745.836,6.83,486,Penguin Group (USA) LLC,4914,Brandon Sanderson,1243.06,745.836,Very Good (4.0-4.5)
441,1864,Voyage au centre de la Terre,Jules Verne,eng,Intermediate,3.84,89410,nonfiction,1726.2,1035.72,9.59,489,Macmillan,4860,Jules Verne,1726.2,1035.72,Good (3.5-4.0)
442,2009,The Happiness Project,Gretchen Rubin,eng,Intermediate,3.57,94456,Fiction,177.21,106.326,0.99,491,"Amazon Digital Services,  Inc.",4833,Gretchen Rubin,177.21,106.326,Good (3.5-4.0)
443,1962,The Man in the High Castle,Philip K. Dick,eng,Intermediate,3.66,84180,Fiction,2280.46,1368.276,12.74,492,Hachette Book Group,4833,Philip K. Dick,2280.46,1368.276,Good (3.5-4.0)
444,1974,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,Intermediate,4.0,92158,Fiction,176.22,0.0,0.99,493,"Amazon Digital Services,  Inc.",4806,Vincent Bugliosi,176.22,0.0,Good (3.5-4.0)
446,1320,Inferno,"Dante Alighieri, Anthony M. Esolen",Unknown,Intermediate,3.99,87511,fiction,354.22,212.532,1.99,493,Hachette Book Group,4806,Dante Alighieri,354.22,212.532,Good (3.5-4.0)
447,2012,Shadow of Night,Deborah Harkness,eng,Excellent,4.04,97925,Fiction,1242.44,745.464,6.98,494,"Amazon Digital Services,  Inc.",4806,Deborah Harkness,1242.44,745.464,Very Good (4.0-4.5)
448,2014,Leaving Time,Jodi Picoult,eng,Intermediate,3.94,76553,fiction,175.23,105.138,0.99,495,"Amazon Digital Services,  Inc.",4779,Jodi Picoult,175.23,105.138,Good (3.5-4.0)
449,2006,Moon Called,Patricia Briggs,eng,Excellent,4.18,129150,Fiction,350.24,0.0,1.99,497,"Amazon Digital Services,  Inc.",4752,Patricia Briggs,350.24,0.0,Very Good (4.0-4.5)
450,2006,Blue Bloods,Melissa de la Cruz,en-US,Intermediate,3.68,116687,Fiction,702.24,421.344,3.99,497,"Amazon Digital Services,  Inc.",4752,Melissa de la Cruz,702.24,421.344,Good (3.5-4.0)
451,1994,The Alienist,Caleb Carr,eng,Excellent,4.05,96981,Fiction,1230.24,738.144,6.99,498,HarperCollins Publishers,4752,Caleb Carr,1230.24,738.144,Very Good (4.0-4.5)
452,2015,Between the World and Me,Ta-Nehisi Coates,eng,Famous,4.4,74218,Fiction,523.25,0.0,2.99,499,"Amazon Digital Services,  Inc.",4725,Ta-Nehisi Coates,523.25,0.0,Very Good (4.0-4.5)
453,1667,Paradise Lost,"John Milton, John      Leonard",eng,Intermediate,3.8,96316,Fiction,868.26,0.0,4.99,502,"Amazon Digital Services,  Inc.",4698,John Milton,868.26,0.0,Good (3.5-4.0)
454,2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,Excellent,4.26,37090,fiction,1216.26,729.756,6.99,502,Simon and Schuster Digital Sales Inc,4698,Michael   Lewis,1216.26,729.756,Very Good (4.0-4.5)
455,1999,The Girl Who Loved Tom Gordon,Stephen King,Unknown,Intermediate,3.56,95768,nonfiction,1346.76,808.056,7.74,503,"Amazon Digital Services,  Inc.",4698,Stephen King,1346.76,808.056,Good (3.5-4.0)
456,2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,Excellent,4.36,104579,Fiction,1842.45,1105.47,10.65,505,Random House LLC,4671,Patrick Ness,1842.45,1105.47,Very Good (4.0-4.5)
457,2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",en-US,Famous,4.42,91383,fiction,344.27,206.562,1.99,505,"Amazon Digital Services,  Inc.",4671,Robert Jordan,344.27,206.562,Very Good (4.0-4.5)
458,1971,The Day of the Jackal,Frederick Forsyth,eng,Excellent,4.25,85883,Fiction,171.27,0.0,0.99,508,"Amazon Digital Services,  Inc.",4671,Frederick Forsyth,171.27,0.0,Very Good (4.0-4.5)
459,2010,Rework,"Jason Fried, David Heinemeier Hansson",eng,Intermediate,3.93,88626,Fiction,517.27,310.362,2.99,509,Simon and Schuster Digital Sales Inc,4671,Jason Fried,517.27,310.362,Good (3.5-4.0)
460,2011,Attachments,Rainbow Rowell,eng,Intermediate,3.95,105414,Fiction,170.28,102.168,0.99,511,"Amazon Digital Services,  Inc.",4644,Rainbow Rowell,170.28,102.168,Good (3.5-4.0)
461,2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",Unknown,Intermediate,3.88,89204,Fiction,1632.28,979.368,9.49,513,Penguin Group (USA) LLC,4644,Stephenie Meyer,1632.28,979.368,Good (3.5-4.0)
462,2012,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582,Fiction,340.29,0.0,1.99,514,"Amazon Digital Services,  Inc.",4617,Carol Rifka Brunt,340.29,0.0,Very Good (4.0-4.5)
463,1972,All Creatures Great And Small,James Herriot,eng,Excellent,4.31,64779,Fiction,1024.29,0.0,5.99,514,"Amazon Digital Services,  Inc.",4617,James Herriot,1024.29,0.0,Very Good (4.0-4.5)
464,2011,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847,fiction,1879.29,1127.574,10.99,516,Macmillan,4617,Michelle Hodkin,1879.29,1127.574,Very Good (4.0-4.5)
465,1997,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400,Fiction,1109.79,665.874,6.49,517,Hachette Book Group,4617,Janet Evanovich,1109.79,665.874,Very Good (4.0-4.5)
466,1905,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,93217,fiction,648.09,388.854,3.79,517,Hachette Book Group,4617,Emmuska Orczy,648.09,388.854,Very Good (4.0-4.5)
467,1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",eng,Famous,4.45,102184,Fiction,340.29,0.0,1.99,518,"Amazon Digital Services,  Inc.",4617,Jon Stone,340.29,0.0,Very Good (4.0-4.5)
468,1972,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435,Fiction,508.3,304.98,2.99,519,Penguin Group (USA) LLC,4590,Judy Blume,508.3,304.98,Very Good (4.0-4.5)
469,2012,Shadow and Bone,Leigh Bardugo,eng,Excellent,4.05,135225,fiction,678.3,0.0,3.99,519,"Amazon Digital Services,  Inc.",4590,Leigh Bardugo,678.3,0.0,Very Good (4.0-4.5)
470,2009,Het diner,"Herman Koch, Sam Garrett",eng,Novice,3.22,74979,Fiction,848.3,0.0,4.99,520,"Amazon Digital Services,  Inc.",4590,Herman Koch,848.3,0.0,Average (3.0-3.5)
471,2013,Champion,Marie Lu,eng,Excellent,4.37,114623,nonfiction,1688.31,1012.986,9.99,523,Simon and Schuster Digital Sales Inc,4563,Marie Lu,1688.31,1012.986,Very Good (4.0-4.5)
472,1985,Contact,Carl Sagan,eng,Excellent,4.11,90917,Fiction,1350.31,810.186,7.99,524,Random House LLC,4563,Carl Sagan,1350.31,810.186,Very Good (4.0-4.5)
473,2011,Lola and the Boy Next Door,Stephanie Perkins,en-US,Intermediate,4.0,108370,Fiction,674.31,404.586,3.99,524,"Amazon Digital Services,  Inc.",4563,Stephanie Perkins,674.31,404.586,Good (3.5-4.0)
474,1999,White Teeth,Zadie Smith,en-US,Intermediate,3.75,82474,fiction,167.31,100.386,0.99,524,"Amazon Digital Services,  Inc.",4563,Zadie Smith,167.31,100.386,Good (3.5-4.0)
475,2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,Intermediate,3.97,61422,Fiction,2153.06,1291.836,12.74,525,Macmillan,4563,Chris Kyle,2153.06,1291.836,Good (3.5-4.0)
476,2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,Intermediate,3.79,83607,nonfiction,1294.54,776.724,7.66,526,Simon and Schuster Digital Sales Inc,4563,Chelsea Handler,1294.54,776.724,Good (3.5-4.0)
477,2011,The Power of Six,Pittacus Lore,eng,Excellent,4.17,97938,fiction,1843.79,1106.274,10.91,526,Macmillan,4563,Pittacus Lore,1843.79,1106.274,Very Good (4.0-4.5)
478,2013,The Interestings,Meg Wolitzer,eng,Intermediate,3.54,76566,Fiction,1342.32,805.392,7.99,528,HarperCollins Publishers,4536,Meg Wolitzer,1342.32,805.392,Good (3.5-4.0)
479,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en-US,Famous,4.65,93001,Fiction,166.32,0.0,0.99,530,"Amazon Digital Services,  Inc.",4536,Bill Watterson,166.32,0.0,Excellent (4.5-5.0)
480,2008,People of the Book,Geraldine Brooks,eng,Intermediate,4.0,95796,Fiction,1291.92,775.152,7.69,531,Penguin Group (USA) LLC,4536,Geraldine Brooks,1291.92,775.152,Good (3.5-4.0)
481,2012,The Secret Keeper,Kate Morton,Unknown,Excellent,4.13,89460,Fiction,332.33,199.398,1.99,532,HarperCollins Publishers,4509,Kate Morton,332.33,199.398,Very Good (4.0-4.5)
482,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens,Unknown,Excellent,4.14,93640,nonfiction,165.33,0.0,0.99,534,"Amazon Digital Services,  Inc.",4509,Better Homes and Gardens,165.33,0.0,Very Good (4.0-4.5)
483,1984,"So Long, and Thanks for All the Fish",Douglas Adams,eng,Excellent,4.08,93774,Fiction,1985.63,1191.378,11.89,535,HarperCollins Publishers,4509,Douglas Adams,1985.63,1191.378,Very Good (4.0-4.5)
484,1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",eng,Excellent,4.11,80769,fiction,833.33,499.998,4.99,535,"Amazon Digital Services,  Inc.",4509,Hermann Hesse,833.33,499.998,Very Good (4.0-4.5)
485,2001,The Surgeon,Tess Gerritsen,en-GB,Excellent,4.1,89468,nonfiction,1835.33,1101.198,10.99,536,Random House LLC,4509,Tess Gerritsen,1835.33,1101.198,Very Good (4.0-4.5)
486,2012,The Girl You Left Behind,Jojo Moyes,eng,Intermediate,3.95,80991,Fiction,1152.04,691.224,6.94,537,Random House LLC,4482,Jojo Moyes,1152.04,691.224,Good (3.5-4.0)
487,1996,Royal Assassin,Robin Hobb,eng,Excellent,4.21,82608,fiction,164.34,0.0,0.99,538,"Amazon Digital Services,  Inc.",4482,Robin Hobb,164.34,0.0,Very Good (4.0-4.5)
488,1953,Childhood's End,Arthur C. Clarke,en-US,Excellent,4.09,87141,Fiction,1226.74,0.0,7.39,539,"Amazon Digital Services,  Inc.",4482,Arthur C. Clarke,1226.74,0.0,Very Good (4.0-4.5)
489,2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en-US,Intermediate,4.0,113066,Fiction,1153.35,692.01,6.99,541,Penguin Group (USA) LLC,4455,Kate DiCamillo,1153.35,692.01,Good (3.5-4.0)
490,2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,Fiction,823.35,494.01,4.99,542,"Amazon Digital Services,  Inc.",4455,Barbara Kingsolver,823.35,494.01,Very Good (4.0-4.5)
491,2014,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,Fiction,163.35,98.01,0.99,543,Hachette Book Group,4455,Sarah J. Maas,163.35,98.01,Excellent (4.5-5.0)
493,2009,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,Fiction,1757.25,1054.35,10.65,545,Penguin Group (USA) LLC,4455,Alan Bradley,1757.25,1054.35,Good (3.5-4.0)
494,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,Fiction,162.36,0.0,0.99,546,"Amazon Digital Services,  Inc.",4428,Donald Miller,162.36,0.0,Good (3.5-4.0)
495,2005,A Breath of Snow and Ashes,Diana Gabaldon,eng,Famous,4.43,87098,nonfiction,1746.6,1047.96,10.65,547,Penguin Group (USA) LLC,4428,Diana Gabaldon,1746.6,1047.96,Very Good (4.0-4.5)
496,2014,The Blood of Olympus,Rick Riordan,eng,Famous,4.41,110719,Fiction,162.36,97.416,0.99,549,"Amazon Digital Services,  Inc.",4428,Rick Riordan,162.36,97.416,Very Good (4.0-4.5)
497,2016,Truly Madly Guilty,Liane Moriarty,eng,Intermediate,3.55,90477,Fiction,162.36,0.0,0.99,549,"Amazon Digital Services,  Inc.",4428,Liane Moriarty,162.36,0.0,Good (3.5-4.0)
